flex1,flex2,flex3,flex4,flex5,gyroRotX,gyroRotY,gyroRotZ,gyroAccX,gyroAccY,gyroAccZ,Phrase
112,71,112,143,100,-8.15,1.69,-5.42,-0.10,-0.07,0.01,rock
113,77,112,143,100,-8.30,1.81,-5.37,-0.05,0.10,0.03,rock
112,81,112,142,100,-8.15,1.91,-5.13,-0.07,0.06,0.12,rock
112,69,113,142,100,-8.69,1.97,-5.38,-0.15,0.21,-0.04,rock
111,78,113,143,100,-8.63,1.92,-5.57,-0.34,-0.04,0.03,rock
108,80,111,142,99,-8.35,1.77,-5.33,-0.13,-0.06,0.06,rock
110,71,113,143,101,-8.20,1.82,-5.26,-0.16,0.02,0.05,rock
111,80,113,143,101,-7.81,1.77,-5.08,-0.02,0.06,0.08,rock
111,79,112,142,100,-8.48,1.60,-5.51,0.02,0.06,0.07,rock
112,73,113,142,100,-7.96,2.14,-5.48,-0.02,-0.09,0.16,rock
112,81,113,143,101,-8.05,2.12,-5.53,0.03,0.04,0.11,rock
113,76,112,142,100,-7.83,1.92,-5.56,-0.04,0.07,0.04,rock
112,74,112,143,100,-7.74,2.13,-5.82,-0.04,0.05,-0.02,rock
112,81,112,143,100,-8.21,2.00,-5.71,-0.13,0.09,-0.14,rock
111,74,111,142,100,-8.09,2.01,-5.46,-0.08,-0.06,-0.08,rock
112,75,112,143,101,-7.94,2.01,-5.70,-0.01,-0.06,0.02,rock
112,84,112,143,101,-8.03,2.11,-5.77,-0.09,-0.18,0.01,rock
112,72,114,142,101,-7.94,2.02,-5.49,-0.16,-0.12,-0.04,rock
112,316,113,143,101,-8.03,1.70,-5.67,-0.17,0.10,0.01,rock
112,76,114,143,101,-7.28,2.09,-5.11,-0.34,-0.26,0.09,rock
112,81,114,142,101,-8.72,2.12,-5.82,0.12,0.24,-0.02,rock
112,69,114,143,101,-7.75,2.74,-5.54,0.03,0.20,-0.20,rock
113,79,114,143,102,-8.23,1.94,-6.09,0.02,0.05,-0.21,rock
113,81,114,143,101,-8.66,1.48,-6.62,-0.08,-0.03,-0.19,rock
113,70,114,143,101,-8.29,1.16,-6.21,-0.12,-0.03,-0.13,rock
113,80,114,143,101,-8.69,1.59,-6.04,-0.09,-0.09,-0.02,rock
112,80,113,142,101,-8.21,1.23,-5.90,-0.15,-0.20,0.08,rock
113,81,114,143,102,-8.08,1.49,-5.30,-0.13,0.05,0.02,rock
113,78,114,142,101,-8.25,1.52,-5.43,-0.11,-0.01,0.01,rock
112,74,114,142,101,-8.20,1.30,-5.30,-0.10,-0.03,0.04,rock
113,81,114,142,102,-8.09,1.51,-5.57,-0.06,0.08,-0.03,rock
112,75,113,142,101,-8.41,1.53,-5.67,-0.14,-0.07,0.04,rock
113,73,114,142,101,-8.01,1.48,-5.52,-0.11,-0.09,0.05,rock
112,71,114,143,104,-8.20,1.72,-5.45,-0.09,0.04,-0.01,rock
113,81,114,143,104,-8.23,1.66,-5.45,-0.12,-0.00,-0.03,rock
113,79,114,142,104,-8.42,1.47,-5.71,-0.12,-0.01,-0.02,rock
113,73,114,142,104,-8.30,1.51,-5.48,-0.14,-0.02,0.03,rock
113,80,114,143,105,-8.29,1.54,-5.54,-0.10,0.00,0.02,rock
113,76,110,142,105,-8.38,1.61,-5.63,-0.09,0.02,0.04,rock
113,74,111,143,106,-8.20,1.66,-5.50,-0.11,0.00,0.03,rock
113,82,113,143,106,-8.06,1.70,-5.47,-0.12,-0.02,0.04,rock
113,73,113,143,106,-8.11,1.68,-5.56,-0.13,-0.04,0.00,rock
114,75,115,143,108,-8.44,1.61,-5.69,-0.13,0.00,0.05,rock
113,85,114,143,108,-8.04,1.54,-5.60,-0.15,0.01,0.02,rock
113,71,114,142,108,-8.69,1.78,-5.62,-0.20,0.11,0.11,rock
113,76,114,143,109,-8.07,1.76,-5.52,-0.14,0.26,0.20,rock
113,85,114,142,109,-8.26,2.08,-5.83,-0.21,0.10,0.22,rock
113,72,114,142,109,-8.07,2.29,-6.14,-0.21,0.30,0.31,rock
113,77,115,142,109,-6.91,2.48,-5.53,-0.17,-0.30,0.17,rock
113,82,114,142,109,-8.10,2.61,-5.56,-0.19,-0.24,0.16,rock
113,71,114,142,110,-8.61,2.52,-5.20,-0.18,-0.04,0.13,rock
113,79,115,142,111,-7.48,2.73,-5.12,0.01,0.07,-0.11,rock
115,77,113,142,80,-8.41,1.97,-5.17,-0.01,0.03,0.10,rock
115,74,114,143,89,-8.37,2.21,-5.23,-0.08,0.19,0.10,rock
116,81,114,143,96,-8.97,1.73,-5.88,-0.07,0.44,-0.11,rock
115,74,114,142,98,-8.31,2.26,-5.06,-0.09,0.06,-0.07,rock
116,75,115,143,100,-8.54,2.06,-5.27,-0.02,0.04,-0.12,rock
115,84,114,143,99,-7.92,1.95,-5.07,-0.03,-0.09,-0.05,rock
115,72,114,143,99,-7.95,1.98,-5.47,-0.11,-0.13,0.05,rock
116,75,115,144,99,-8.15,1.90,-5.11,-0.25,-0.08,0.04,rock
115,86,114,143,100,-8.39,1.83,-5.06,-0.18,-0.04,0.06,rock
115,71,114,143,100,-7.94,2.05,-4.91,-0.00,0.10,-0.00,rock
116,77,115,144,100,-8.10,1.74,-5.31,-0.09,-0.02,0.03,rock
115,83,115,143,101,-8.05,1.95,-5.30,-0.07,-0.07,0.17,rock
115,71,115,143,101,-8.26,2.10,-5.18,-0.15,0.01,0.10,rock
116,77,116,144,101,-7.93,2.30,-5.30,-0.13,0.06,0.01,rock
115,82,116,143,101,-7.79,2.38,-5.27,-0.19,-0.10,-0.10,rock
115,69,115,144,101,-7.91,2.42,-5.22,-0.06,-0.09,-0.12,rock
117,79,116,144,102,-8.20,2.26,-5.35,-0.07,0.02,-0.04,rock
115,80,115,144,101,-7.73,1.98,-5.34,-0.07,-0.02,-0.02,rock
115,71,115,144,101,-7.64,1.89,-5.43,-0.05,0.03,0.00,rock
116,80,115,144,102,-8.13,2.05,-5.47,-0.09,-0.03,-0.02,rock
115,78,115,143,102,-7.92,2.17,-5.54,-0.05,-0.01,0.02,rock
116,72,116,144,102,-7.78,1.98,-5.50,-0.06,0.00,-0.02,rock
116,80,115,144,102,-8.31,2.06,-5.76,-0.09,0.07,-0.01,rock
115,78,115,143,101,-7.95,1.85,-5.52,-0.12,0.04,-0.05,rock
115,74,116,144,102,-8.12,1.92,-5.50,-0.12,-0.05,-0.02,rock
115,81,115,144,102,-7.94,1.94,-5.53,-0.08,-0.07,0.05,rock
115,74,115,144,101,-7.79,1.86,-5.56,-0.06,-0.05,0.03,rock
116,74,115,144,102,-7.90,1.98,-5.51,-0.05,-0.01,-0.03,rock
115,83,115,144,102,-8.08,1.88,-5.62,-0.11,-0.01,-0.07,rock
115,72,115,144,102,-8.51,1.84,-5.81,-0.09,-0.01,-0.02,rock
116,75,116,144,102,-8.26,1.75,-5.77,-0.12,-0.04,0.00,rock
115,85,116,144,102,-8.23,1.80,-5.66,-0.05,0.07,0.02,rock
115,71,115,144,101,-8.15,1.83,-5.53,-0.08,0.05,0.06,rock
116,75,116,144,103,-7.87,1.85,-5.60,-0.08,-0.04,0.06,rock
115,83,115,143,102,-8.05,1.90,-5.57,-0.10,0.02,0.02,rock
115,70,115,144,102,-8.08,1.90,-5.60,-0.13,-0.04,0.01,rock
115,77,116,144,102,-8.20,1.80,-5.84,-0.17,-0.06,0.02,rock
115,82,116,144,102,-8.16,1.77,-5.69,-0.12,-0.04,0.05,rock
115,68,116,144,102,-8.16,1.78,-5.62,-0.10,-0.02,0.04,rock
115,78,116,144,103,-7.96,1.79,-5.66,-0.09,0.03,-0.02,rock
115,80,116,144,102,-7.89,1.81,-5.58,-0.06,-0.01,-0.01,rock
113,70,116,144,102,-8.04,1.87,-5.69,-0.10,-0.03,0.02,rock
115,79,116,144,103,-8.07,1.76,-5.71,-0.11,-0.00,0.04,rock
114,78,115,144,102,-7.93,1.73,-5.54,-0.10,-0.03,0.00,rock
115,70,116,144,102,-8.03,1.63,-5.56,-0.08,-0.02,-0.00,rock
114,80,116,144,103,-7.96,1.62,-5.54,-0.06,0.11,-0.01,rock
113,76,115,144,102,-8.06,1.73,-5.66,-0.07,0.01,0.04,rock
114,71,116,144,103,-8.02,1.73,-5.66,-0.07,0.01,0.04,rock
114,79,116,144,102,-8.07,1.82,-5.88,-0.09,0.02,0.03,rock
114,73,116,144,102,-7.99,1.81,-5.90,-0.16,-0.02,-0.00,rock
115,73,116,144,103,-8.01,1.83,-5.76,-0.14,-0.03,-0.01,rock
115,81,116,144,103,-8.01,1.64,-5.77,-0.17,-0.06,-0.02,rock
114,72,115,144,102,-8.22,1.71,-5.58,-0.15,-0.01,0.02,rock
115,74,117,144,103,-8.03,1.74,-5.84,-0.10,0.02,-0.01,rock
114,83,116,144,103,-8.03,1.81,-5.77,-0.12,0.00,-0.01,rock
114,70,116,144,102,-7.92,1.89,-5.86,-0.10,-0.06,0.02,rock
114,75,116,145,103,-8.01,1.71,-5.90,-0.12,0.03,-0.01,rock
114,83,116,144,102,-8.13,1.73,-5.65,-0.18,-0.05,-0.02,rock
114,70,116,144,102,-8.13,1.68,-5.77,-0.13,-0.04,0.00,rock
114,75,116,144,103,-8.03,1.61,-5.81,-0.13,-0.01,0.03,rock
114,81,116,144,103,-8.22,1.74,-5.80,-0.11,-0.01,-0.01,rock
114,68,116,144,103,-8.15,1.76,-5.70,-0.10,-0.01,0.02,rock
115,78,117,144,103,-8.09,1.74,-5.66,-0.11,-0.02,0.01,rock
114,79,116,144,103,-8.25,1.80,-5.79,-0.12,-0.01,0.02,rock
115,69,116,144,103,-8.37,1.76,-5.82,-0.11,0.01,0.01,rock
115,79,117,144,103,-8.20,1.70,-5.69,-0.13,-0.02,0.03,rock
114,78,116,144,103,-7.97,1.75,-5.48,-0.11,-0.02,0.04,rock
114,70,116,144,103,-7.96,1.76,-5.60,-0.10,-0.03,0.03,rock
114,80,116,145,103,-8.03,1.88,-5.57,-0.09,-0.02,0.02,rock
115,76,116,144,103,-8.13,1.76,-5.65,-0.11,-0.02,0.01,rock
114,73,117,144,103,-8.12,1.75,-5.73,-0.08,-0.01,0.02,rock
114,80,116,144,103,-8.08,1.80,-5.56,-0.10,-0.02,0.01,rock
114,73,116,143,103,-8.08,1.79,-5.54,-0.09,-0.00,0.04,rock
115,75,117,145,103,-8.09,1.94,-5.56,-0.10,-0.01,0.02,rock
115,83,116,144,104,-8.13,1.89,-5.63,-0.14,-0.04,0.01,rock
115,72,116,144,103,-7.99,1.80,-5.59,-0.13,-0.04,0.02,rock
115,74,117,144,104,-7.92,1.84,-5.51,-0.11,-0.03,0.01,rock
115,85,117,143,103,-8.01,1.82,-5.59,-0.12,-0.06,0.02,rock
114,70,116,144,103,-8.09,1.81,-5.60,-0.09,-0.01,0.04,rock
115,74,117,144,103,-8.06,1.92,-5.63,-0.07,-0.03,0.04,rock
115,83,116,144,103,-8.12,1.92,-5.74,-0.11,-0.00,0.02,rock
115,70,117,144,103,-8.23,1.85,-5.60,-0.13,-0.03,0.03,rock
116,77,117,145,103,-8.06,1.74,-5.68,-0.11,-0.00,0.01,rock
114,80,116,143,104,-8.15,1.80,-5.58,-0.12,-0.02,0.02,rock
114,68,117,144,104,-8.09,1.80,-5.66,-0.12,-0.04,0.04,rock
115,78,117,144,104,-8.01,1.81,-5.65,-0.11,0.00,0.01,rock
114,80,116,144,103,-8.19,1.83,-5.55,-0.12,0.03,0.01,rock
115,69,117,144,104,-8.12,1.82,-5.51,-0.10,0.03,0.02,rock
115,80,117,145,104,-8.12,1.83,-5.74,-0.10,-0.02,0.01,rock
114,78,116,144,103,-8.06,2.00,-5.61,-0.10,-0.04,0.03,rock
115,71,117,145,104,-8.09,1.83,-5.59,-0.12,-0.01,-0.00,rock
115,79,117,144,104,-8.05,1.73,-5.60,-0.11,-0.03,0.00,rock
115,77,116,144,103,-8.13,1.87,-5.66,-0.12,-0.02,0.01,rock
115,72,116,144,105,-8.04,1.89,-5.68,-0.09,-0.01,0.04,rock
115,80,117,144,104,-7.87,1.88,-5.61,-0.11,-0.05,0.03,rock
115,73,116,144,103,-8.00,2.02,-5.75,-0.11,0.01,-0.01,rock
115,73,117,144,104,-8.34,1.65,-5.85,-0.20,-0.12,0.05,rock
115,83,117,144,104,-8.00,1.69,-5.45,-0.08,0.08,0.05,rock
115,72,116,144,104,-7.73,1.92,-5.45,-0.07,-0.10,0.07,rock
115,74,117,144,105,-8.03,2.05,-5.28,-0.12,-0.10,0.09,rock
115,85,117,144,104,-8.18,2.08,-5.47,-0.12,-0.08,0.17,rock
115,70,116,144,104,-8.00,2.18,-5.79,-0.13,0.14,0.03,rock
115,76,117,145,105,-8.05,1.70,-6.05,-0.20,0.11,0.10,rock
115,83,116,144,104,-7.75,2.14,-5.65,-0.14,-0.20,0.14,rock
115,70,116,144,104,-7.84,2.37,-5.95,-0.17,-0.26,0.12,rock
116,77,117,145,104,-7.62,2.70,-5.67,-0.13,-0.26,0.06,rock
115,81,117,144,104,-8.23,2.95,-5.91,-0.06,-0.10,0.05,rock
115,69,117,143,104,-8.13,2.52,-5.58,-0.04,0.04,-0.08,rock
115,80,117,145,105,-8.03,2.28,-5.54,-0.01,-0.02,-0.05,rock
115,79,117,144,104,-8.55,2.22,-5.59,0.07,-0.01,0.14,rock
115,70,117,144,104,-8.11,2.17,-5.53,0.00,0.14,-0.02,rock
115,80,114,145,104,-7.77,1.91,-5.44,-0.01,0.09,0.03,rock
115,78,117,144,104,-7.53,2.24,-5.64,-0.03,-0.03,0.00,rock
116,72,117,144,104,-7.57,2.20,-5.46,-0.01,-0.19,0.07,rock
116,80,117,144,105,-7.45,2.20,-5.59,-0.05,-0.20,0.09,rock
116,76,117,144,104,-7.74,2.16,-5.76,-0.16,-0.28,0.01,rock
116,74,117,144,105,-7.90,1.96,-5.41,-0.10,-0.07,-0.03,rock
116,81,118,144,105,-8.49,2.41,-5.77,-0.08,0.06,0.13,rock
114,73,117,144,104,-8.46,2.23,-5.64,-0.11,0.06,0.12,rock
116,75,118,144,104,-7.66,2.03,-5.45,-0.14,-0.09,0.16,rock
116,84,118,144,104,-7.14,2.55,-5.35,-0.11,-0.16,0.01,rock
116,72,117,144,104,-7.93,2.61,-5.40,-0.06,0.06,-0.18,rock
115,75,118,144,105,-8.25,2.29,-5.77,0.08,0.44,-0.39,rock
116,76,117,144,105,-6.97,1.64,-5.79,-0.20,0.26,-0.45,rock
116,84,117,144,104,-6.28,1.81,-5.89,-0.16,0.15,-0.23,rock
115,70,117,144,104,-6.92,1.34,-5.82,-0.35,0.10,-0.25,rock
113,80,117,144,104,-8.28,1.19,-5.81,-0.35,-0.09,-0.10,rock
114,69,118,145,105,-8.37,0.57,-5.45,-0.39,-0.10,-0.26,rock
117,81,121,147,108,-8.40,1.14,-5.81,0.02,-0.05,0.11,rock
120,83,122,149,110,-7.10,1.59,-5.88,0.00,-0.07,0.18,rock
132,88,134,162,123,-7.45,1.22,-6.22,-0.06,0.06,0.05,rock
144,110,147,173,136,-7.53,1.26,-5.91,-0.05,0.36,-0.17,rock
149,115,152,180,141,-7.96,0.99,-6.64,-0.10,-0.11,-0.22,rock
152,111,155,180,143,-7.93,0.64,-6.32,-0.18,-0.13,0.03,rock
156,123,159,183,146,-7.98,0.70,-6.36,-0.10,-0.14,0.15,rock
164,133,159,192,157,-8.04,1.41,-6.03,-0.16,-0.14,0.10,rock
173,134,170,197,164,-7.44,1.01,-6.07,-0.02,-0.09,0.16,rock
172,133,175,199,165,-7.60,1.19,-5.87,-0.09,0.09,-0.01,rock
171,144,167,197,164,-7.95,1.14,-6.00,0.00,-0.17,0.08,rock
171,128,167,198,162,-8.16,1.52,-6.16,0.05,-0.07,0.13,rock
171,133,163,200,163,-7.99,1.49,-6.61,-0.09,-0.05,0.04,rock
170,142,171,199,164,-7.74,1.22,-6.01,-0.15,-0.08,0.06,rock
172,126,160,198,162,-7.76,1.25,-5.80,-0.12,0.08,0.10,rock
168,132,174,196,162,-7.79,1.46,-6.16,-0.10,-0.05,0.04,rock
166,133,168,195,159,-8.54,1.47,-6.34,-0.11,0.05,-0.04,rock
165,123,169,194,164,-8.13,1.47,-6.11,-0.11,0.08,-0.02,rock
170,137,172,197,169,-8.01,1.20,-5.82,-0.14,-0.02,-0.06,rock
169,138,173,199,168,-8.07,1.27,-5.77,-0.15,0.05,-0.03,rock
173,125,172,196,169,-8.17,1.17,-6.27,-0.21,-0.18,0.09,rock
170,136,168,197,170,-7.20,1.81,-5.65,-0.27,0.10,0.12,rock
169,131,171,196,170,-8.14,2.03,-6.31,-0.32,0.06,-0.10,rock
170,128,170,196,169,-8.71,2.06,-5.70,-0.09,0.09,0.16,rock
168,137,170,195,169,-6.79,2.25,-6.38,-0.06,0.11,0.08,rock
170,129,171,196,169,-7.54,2.15,-6.00,0.08,0.04,-0.01,rock
169,129,170,195,164,-7.17,1.74,-5.80,-0.02,-0.06,-0.06,rock
168,132,171,195,157,-8.02,1.21,-6.33,-0.16,-0.15,-0.10,rock
163,125,167,189,143,-8.71,1.53,-6.99,-0.29,-0.09,-0.03,rock
164,126,163,189,134,-8.37,1.18,-6.66,-0.25,-0.07,-0.10,rock
161,125,164,189,136,-8.12,0.98,-6.82,-0.15,0.08,-0.08,rock
162,124,163,188,128,-7.85,1.37,-6.27,0.09,0.01,0.04,rock
161,123,137,186,127,-8.72,1.47,-6.27,0.14,0.30,0.02,rock
160,123,162,186,132,-8.82,1.88,-6.10,-0.11,-0.14,0.19,rock
157,124,159,185,139,-7.48,1.71,-6.05,0.07,0.05,0.06,rock
158,110,160,185,139,-7.96,1.81,-6.28,-0.11,-0.04,0.03,rock
157,122,160,185,138,-7.78,1.70,-6.22,-0.10,-0.05,0.11,rock
158,113,159,184,139,-8.05,1.58,-6.10,-0.14,0.02,0.00,rock
159,122,161,183,136,-7.71,1.74,-5.48,-0.11,-0.12,0.05,rock
156,121,157,184,133,-7.82,1.81,-5.83,-0.11,-0.25,0.07,rock
154,114,158,184,133,-7.72,1.68,-6.23,-0.13,-0.09,0.03,rock
156,122,158,183,133,-8.14,1.70,-6.09,-0.11,0.06,0.04,rock
156,117,158,184,132,-8.05,1.77,-5.97,-0.07,0.04,0.03,rock
156,115,159,183,134,-7.93,1.86,-5.79,-0.09,-0.03,0.01,rock
156,123,158,182,133,-8.16,1.81,-6.06,-0.16,0.01,0.02,rock
156,113,157,181,132,-8.15,1.65,-5.69,-0.22,-0.12,0.03,rock
158,114,159,183,134,-8.37,1.38,-5.75,-0.24,-0.15,0.09,rock
157,127,159,182,133,-8.85,2.12,-6.28,0.13,0.80,-0.06,rock
156,112,157,182,133,-8.03,2.20,-5.38,-0.27,-0.16,-0.00,rock
156,115,160,183,134,-8.16,2.36,-4.97,-0.05,-0.49,0.24,rock
155,125,158,184,133,-7.99,1.48,-5.96,-0.07,-0.12,0.09,rock
157,111,156,185,138,-7.99,1.81,-5.67,0.01,0.02,0.06,rock
155,117,159,182,137,-8.20,2.14,-5.56,-0.01,0.05,0.00,rock
156,122,157,183,140,-8.05,1.90,-5.72,-0.04,-0.02,-0.08,rock
156,110,158,184,141,-8.09,1.95,-5.76,-0.11,-0.06,0.05,rock
156,121,159,183,141,-7.83,1.81,-5.78,-0.12,-0.03,0.01,rock
155,120,159,181,138,-7.93,1.85,-5.72,-0.09,-0.02,-0.02,rock
156,114,159,183,134,-7.84,2.06,-5.95,-0.10,0.06,0.00,rock
155,123,157,183,132,-8.26,2.16,-5.99,-0.11,0.12,-0.01,rock
154,118,156,182,130,-8.52,1.85,-6.28,-0.21,0.09,-0.00,rock
154,113,158,181,131,-8.92,1.27,-6.08,-0.18,0.07,-0.08,rock
157,121,157,182,132,-9.01,1.98,-4.94,0.00,-0.22,0.19,rock
156,114,157,181,128,-7.85,1.72,-6.08,-0.06,-0.17,0.08,rock
156,115,156,181,134,-8.71,1.95,-6.75,-0.09,0.23,0.02,rock
155,122,158,182,139,-8.06,1.92,-5.73,-0.11,-0.02,0.05,rock
155,113,158,182,138,-8.09,2.05,-5.96,-0.14,0.11,-0.01,rock
156,115,156,184,140,-7.98,2.27,-5.48,-0.08,0.04,0.04,rock
155,125,158,181,140,-7.95,2.07,-5.55,-0.14,-0.04,0.01,rock
154,112,157,182,142,-8.06,2.13,-5.67,-0.10,0.03,0.01,rock
156,118,155,183,142,-8.01,2.10,-5.90,-0.10,-0.05,0.02,rock
154,124,157,183,138,-7.66,2.26,-5.84,-0.14,-0.04,0.02,rock
155,109,157,182,141,-8.23,2.06,-5.69,-0.12,0.03,0.01,rock
154,121,158,182,141,-8.07,2.04,-5.74,-0.16,-0.04,-0.02,rock
154,123,158,182,141,-7.93,1.93,-5.68,-0.12,-0.03,-0.00,rock
156,109,157,183,140,-8.23,2.07,-5.77,-0.08,0.01,0.08,rock
153,121,158,182,143,-7.58,2.20,-5.50,-0.06,-0.14,0.08,rock
156,122,156,180,141,-7.74,2.22,-5.63,-0.09,-0.06,0.02,rock
154,110,157,183,142,-7.92,2.36,-5.79,-0.07,0.00,0.03,rock
157,121,158,182,141,-7.78,2.14,-5.93,-0.11,-0.06,-0.02,rock
156,119,156,181,141,-7.96,2.04,-5.69,-0.19,-0.05,-0.04,rock
154,115,157,184,142,-8.15,1.96,-5.69,-0.11,0.00,-0.01,rock
155,121,159,183,140,-7.94,2.16,-5.58,-0.06,0.04,0.04,rock
154,115,157,182,141,-7.66,2.41,-5.88,-0.04,-0.03,-0.01,rock
154,115,159,181,142,-8.08,2.15,-5.82,-0.12,0.02,-0.01,rock
155,125,156,182,142,-7.92,2.16,-5.66,-0.07,-0.04,0.01,rock
154,112,157,183,141,-8.07,2.05,-5.65,-0.10,-0.02,0.01,rock
155,115,158,182,141,-7.87,2.08,-5.50,-0.11,-0.04,0.01,rock
153,127,157,182,142,-7.95,2.15,-5.58,-0.09,-0.04,0.04,rock
155,111,157,182,141,-8.09,2.22,-5.87,-0.11,0.04,0.02,rock
153,118,157,181,142,-8.07,2.19,-5.77,-0.15,0.00,0.02,rock
155,123,158,182,140,-7.75,2.21,-5.61,-0.10,-0.06,0.04,rock
154,109,156,183,141,-8.05,2.15,-5.58,-0.09,-0.02,0.01,rock
157,118,160,183,141,-7.91,2.24,-5.72,-0.11,-0.00,0.01,rock
154,120,156,181,141,-8.08,2.11,-5.65,-0.10,0.01,0.02,rock
153,110,159,184,140,-8.12,2.23,-5.85,-0.14,0.03,-0.00,rock
156,121,157,183,142,-8.17,2.11,-5.70,-0.15,-0.01,0.03,rock
155,119,157,181,141,-8.04,2.05,-5.73,-0.12,0.01,0.03,rock
153,112,157,183,142,-8.12,2.09,-5.66,-0.11,-0.02,0.01,rock
155,120,157,183,142,-8.02,2.26,-5.72,-0.08,-0.01,0.03,rock
155,117,157,184,141,-7.85,2.21,-5.55,-0.10,-0.02,0.01,rock
154,114,158,183,142,-7.80,2.21,-5.69,-0.11,-0.01,-0.00,rock
154,121,158,182,142,-8.00,2.30,-5.57,-0.11,0.02,0.01,rock
155,112,156,181,142,-8.07,2.11,-5.80,-0.15,0.02,-0.01,rock
155,115,158,184,143,-8.06,2.20,-5.78,-0.12,-0.00,0.01,rock
152,124,157,184,141,-7.86,2.15,-5.75,-0.11,-0.03,0.03,rock
154,112,157,182,141,-7.73,2.12,-5.69,-0.09,-0.03,0.01,rock
156,116,158,183,142,-7.95,2.23,-5.70,-0.06,0.00,0.02,rock
154,126,158,181,142,-7.88,2.26,-5.75,-0.07,-0.00,0.02,rock
154,110,158,181,141,-7.88,2.23,-5.83,-0.11,-0.03,0.00,rock
154,116,157,181,142,-8.05,2.17,-5.85,-0.15,-0.02,-0.01,rock
153,122,158,182,140,-8.01,2.14,-5.90,-0.15,-0.02,0.01,rock
154,110,157,181,142,-7.93,2.06,-5.87,-0.12,0.01,0.01,rock
155,116,159,182,141,-7.83,2.19,-5.70,-0.09,-0.03,-0.05,rock
153,121,158,182,142,-8.18,2.05,-5.69,-0.06,-0.01,0.01,rock
156,108,157,183,141,-8.10,2.02,-5.84,-0.10,-0.06,0.05,rock
155,120,158,182,143,-7.75,2.22,-5.59,-0.12,-0.04,0.03,rock
156,119,158,182,141,-8.03,1.99,-5.70,-0.13,-0.05,0.00,rock
154,112,158,183,142,-7.95,1.96,-5.77,-0.08,-0.05,0.01,rock
154,120,158,181,142,-7.87,2.09,-5.70,-0.09,-0.04,0.02,rock
155,116,157,181,142,-7.92,2.12,-5.68,-0.11,-0.04,0.02,rock
155,113,157,183,142,-8.04,1.97,-5.88,-0.13,0.01,0.04,rock
155,122,158,183,140,-8.15,1.96,-5.82,-0.12,0.02,0.01,rock
154,112,158,182,142,-7.96,1.83,-5.63,-0.10,-0.02,0.01,rock
155,115,158,182,142,-8.07,2.06,-5.69,-0.09,-0.01,0.01,rock
153,124,157,182,141,-7.86,2.02,-5.69,-0.10,-0.03,0.03,rock
152,111,157,182,140,-8.18,2.05,-5.89,-0.14,0.04,-0.02,rock
154,116,157,182,142,-8.16,1.94,-5.88,-0.11,0.03,0.02,rock
154,124,158,181,142,-7.99,2.02,-5.81,-0.10,-0.00,0.02,rock
154,110,159,182,142,-8.08,2.04,-5.79,-0.08,0.04,0.01,rock
154,117,158,182,142,-7.91,2.10,-5.70,-0.10,-0.04,0.02,rock
153,120,157,180,141,-7.88,2.05,-5.72,-0.09,-0.01,0.03,rock
153,109,158,182,142,-8.10,2.12,-5.87,-0.11,-0.02,0.00,rock
153,119,157,182,141,-8.06,1.97,-5.85,-0.09,0.02,0.02,rock
153,119,156,182,139,-7.97,2.07,-5.75,-0.04,0.01,0.01,rock
152,109,157,181,142,-7.85,2.14,-5.65,-0.05,-0.06,0.04,rock
152,120,158,182,142,-7.84,2.02,-5.81,-0.12,-0.07,-0.04,rock
152,119,158,181,141,-7.88,2.04,-5.77,-0.11,-0.04,0.03,rock
154,114,156,183,142,-7.91,2.03,-5.86,-0.11,-0.06,0.01,rock
154,120,157,182,143,-7.97,1.97,-5.70,-0.10,-0.00,0.01,rock
152,117,157,182,141,-7.83,1.95,-5.68,-0.10,-0.03,0.01,rock
155,115,157,183,143,-7.81,1.97,-5.68,-0.09,-0.06,-0.00,rock
154,120,158,182,142,-7.74,1.98,-5.83,-0.06,-0.08,0.01,rock
155,114,157,182,141,-7.97,2.05,-6.00,-0.11,0.01,0.02,rock
157,114,156,183,144,-7.83,2.06,-5.86,-0.14,0.02,0.07,rock
162,122,158,183,142,-7.63,2.14,-5.59,0.03,-0.05,0.01,rock
166,111,157,183,142,-8.07,1.82,-6.03,-0.19,-0.05,-0.05,rock
169,115,157,183,141,-7.94,2.32,-6.00,-0.14,0.16,-0.03,rock
170,121,156,183,144,-7.86,1.90,-5.74,-0.18,-0.07,-0.03,rock
171,115,156,181,141,-7.79,2.17,-5.81,-0.07,-0.02,0.02,rock
176,116,156,183,144,-8.20,1.81,-6.62,-0.16,-0.16,0.04,rock
172,115,157,181,142,-8.04,1.75,-5.75,-0.14,-0.06,0.23,rock
151,112,156,182,139,-8.07,1.44,-5.77,-0.07,0.03,-0.03,rock
147,116,157,182,140,-7.95,1.96,-5.74,0.02,0.08,-0.01,rock
147,117,157,182,140,-7.74,1.96,-6.05,-0.08,-0.05,0.03,rock
150,112,156,182,140,-8.10,1.78,-6.11,-0.18,-0.03,0.09,rock
151,121,157,183,141,-7.51,1.82,-5.79,-0.24,-0.13,0.02,rock
150,114,158,182,141,-7.79,2.11,-5.91,-0.07,0.05,0.01,rock
152,113,157,182,142,-7.95,2.02,-6.06,-0.08,0.05,0.10,rock
152,119,157,182,141,-7.23,2.00,-5.87,-0.05,-0.01,0.08,rock
153,111,157,182,141,-7.88,2.04,-6.45,-0.02,0.02,-0.02,rock
154,114,159,181,142,-7.74,2.26,-6.28,-0.07,-0.02,0.03,rock
